,index,url,Company,Job title,Description,skills,education,role,Industry,Funct_role,Employment,exp,salary,loc
29,0,https://www.naukri.com/job-listings-explore-openings-on-data-scientist-bristlecone-india-limited-pune-mumbai-bengaluru-bangalore-4-to-9-years-141020003338,Bristlecone India Limited,Explore job openings on Data Scientist!!,"Job description
 
JOB DESCRIPTION 
 
Exp  4+ years
 
1) Hands-on python programming with experience designing data science products
2) Hands-on experience building machine learning models in scikit learn, tensorflow 
3) Experience integrating with 3rd party APIs, database integration
4) Deployed code in cloud environment such as AWS or Azure and used their compute and database services.
5) Experience pushing code to Github, tracking work assignments on JIRA
6) Knowledge of UI programming is a plus.
 
Role
Software Developer
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
IT Software - Application Programming
,
 Maintenance
,
Employment Type
Full Time, Permanent
Role Category
Programming & Design
Education
UG :
Any Graduate in Any Specialization
Key Skills
Data Scientist
Machine Learning
Python",Data Scientist | Machine Learning | Python,Education/nUG :/nAny Graduate in Any Specialization,"Software Developer,Programming & Design","IT-Software, Software Services,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",4 - 9 years,"₹ 3,00,000 - 8,00,000 P.A. ",Pune
30,0,https://www.naukri.com/job-listings-research-scientist-machine-translation-expert-obox-hr-solutions-private-limited-chennai-pune-delhi-ncr-mumbai-bengaluru-bangalore-hyderabad-secunderabad-jaipur-3-to-7-years-201120007762,Obox HR Solutions Private Limited ,Research Scientist – Machine Translation Expert,"Job description
Location - PAN India (Remote Job)
Roles and Responsibilities
 
 Leverage applications to collect datasets usable to solve previously un-tackled problems and
advance the state of the art in NLP.
 Utilize that research to develop and deploy scalable neural network models into production to
impact millions of people.
 Collaborate with team members from other applied research teams working on a variety of
deep learning and NLP problems.
Desired Candidate Profile
 
Has a
 Master's degree and/or PhD
 with relevant experience in the fields of Natural Language
Processing, Machine Translation, Machine Learning or Deep Learning.
 
3+ years of work experience into Machine Translation.
 Has worked with deep sequence to sequence models in the context of translation or similar
tasks
 
Has experience with developing and training neural network models. Experience in python, C++ is a bonus
 Is able to think creatively about novel datasets and architectures.
 Good command over English language.
Role
Other
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
Analytics & Business Intelligence
,
Employment Type
Full Time, Permanent
Role Category
Other
Education
PG :
MS/M.Sc(Science) in Any Specialization
Key Skills
Machine Translation
Deep Learning
Python
C++
NLP
Machine Learning
English Language
Skills highlighted with ‘
‘ are preferred keyskills",Machine Translation | Deep Learning | Python | C++ | NLP | Machine Learning | English Language,Education/nPG :/nMS/M.Sc(Science) in Any Specialization,"Other,Other","IT-Software, Software Services,","Analytics & Business Intelligence,","Full Time, Permanent",3 - 7 years,"₹ 15,00,000 - 25,00,000 P.A. ",Chennai
31,0,https://www.naukri.com/job-listings-data-engineer-aurigo-software-technologies-pvt-ltd-bengaluru-bangalore-3-to-6-years-291120000276,Aurigo Software Technologies Pvt Ltd,Data Engineer,"Job description
 
Data Engineer
Location: Bengaluru, India
Experience: 3 - 5 years
 
About Aurigo
: 
We are Americas leading enterprise SaaS provider helping public sector agencies plan and deliver over $450 billion worth capital infrastructure projects and realize up to 5% in savings.  Aurigo performs the entire configuration, implementation and delivery of its enterprise software solutions. These are multi-million dollar projects typically spanning 6 months to two years.  Our customers include State agencies, Airports, large cities and counties, and major transit authorities who spend anywhere from $15K ARR to $3M ARR on our software subscription plans.
Role Summary
:
 
We are looking for a Data Engineer who will help us discover the information hidden in vast amounts of data and help us make smarter decisions to deliver even better products. Your primary focus will be to design, construct, install, test, and maintain data management systems applying data mining techniques. You would be responsible for implementing our data strategy to ensure smooth processing of data from various sources for our AI/ML products. You must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Requirements:
Bachelor’s degree in Computer Science or related fields
Create and maintain a highly scalable and highly available data pipeline for our Analytics Products over cloud infrastructure. 
Design, construct, install, test, and maintain data management systems.
Experience with schema design and dimensional data modeling.
Build the data infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources.
Experience handling structured data as well as unstructured data.
Build processes supporting data transformation, data structures, metadata, dependency, and workload management. 
Utilizes an advanced understanding of multiple data structures and sources to lead the design, development, and implementation of decision support solutions, which may include data visualization, business intelligence, or data collection. 
Recommend different ways to constantly improve data reliability and quality.
Good to have: Experience in productionizing Machine Learning Models over cloud in batch mode
Desired Skills and Experience
: 
Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience with relational SQL and NoSQL databases, including SQL Server, Postgres, Mongo, and Cassandra.
Experience working with either a Map Reduce or an MPP system on any size/scale.
Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.
Experience with AWS cloud services: EC2, EMR, RDS, Redshift
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python
Role
Data Analyst
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
Analytics & Business Intelligence
,
Employment Type
Full Time, Permanent
Role Category
Analytics & BI
Education
UG :
B.Tech/B.E. in Any Specialization
Key Skills
Big Data
Machine Learning
Python
Airflow
Artificial Intelligence
Hadoop
Kafka
Data Mining
SQL Server
Spark
Skills highlighted with ‘
‘ are preferred keyskills",Big Data | Machine Learning | Python | Airflow | Artificial Intelligence | Hadoop | Kafka | Data Mining | SQL Server | Spark,Education/nUG :/nB.Tech/B.E. in Any Specialization,"Data Analyst,Analytics & BI","IT-Software, Software Services,","Analytics & Business Intelligence,","Full Time, Permanent",3 - 6 years,Not Disclosed,Bengaluru
32,0,https://www.naukri.com/job-listings-artificial-intelligence-engineer-smart-software-testing-solutions-delhi-ncr-bengaluru-bangalore-2-to-5-years-241120003198,Smart Software Testing Solutions,Artificial Intelligence Engineer,"Job description
 
Responsibilities:
Drive strategy and architecture for the next-generation, modern AI platform, AI-powered products and applications that deliver high ROI and smart experiences for our customers.
Build partnerships and commitments with internal stakeholders in engineering, product and customer teams on the vision for the next-generation AI platform, AI-powered products and applications, including technical roadmap planning and overall design concepts.
Be the domain expert who follows industry trends and applies best practices.
Working on building, maintaining and improving all systems connected to AI.
 
Qualifications:
Bachelors / Masters degree in Engineering, Computer Science,  Computational Statistics, Operations Research, Machine Learning or related technical field or equivalent.
Deep, action-oriented understanding of data-driven technology concepts and AI/ML business trends. 
Two to Four years of experience in designing and building data and AI powered platform architecture, products and applications
Experience and knowledge on the development life cycle of data and AI platform and products, technological alternatives, and architecture methodologies for multi-platform environments.
Experience working in Agile methodology, Paas/SaaS and cloud environments.
Good communication and interpersonal skills, including making presentations, detailed written acumen and dynamic cross-functional organizational collaboration skills.
Strong analytical and problem-solving skills.
Interested candidates can share their updated resume at 
 jeroline.benitkaran@sstsinc.com
  with following details-
Current CTC.
Expected CTC.
Notice Period.
Reason for Change.
Current Location.
Role
AI Engineer
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
Analytics & Business Intelligence
,
Employment Type
Full Time, Permanent
Role Category
Not mentioned
Education
UG :
Any Graduate in Any Specialization
Key Skills
Artificial Intelligence
Algorithms
SAAS
Data Scientist
PAAS
Natural Language Processing
Cloud
AI
Data Mining
Machine Learning
Skills highlighted with ‘
‘ are preferred keyskills",Artificial Intelligence | Algorithms | SAAS | Data Scientist | PAAS | Natural Language Processing | Cloud | AI | Data Mining | Machine Learning,Education/nUG :/nAny Graduate in Any Specialization,"AI Engineer,Not mentioned","IT-Software, Software Services,","Analytics & Business Intelligence,","Full Time, Permanent",2 - 5 years,Not Disclosed,Delhi NCR
33,0,https://www.naukri.com/job-listings-data-scientist-mobiotics-it-solution-pvt-ltd-bengaluru-bangalore-2-to-5-years-011120000228,Mobiotics IT Solution Pvt Ltd,Data Scientist,"Job description
Data Scientist @ Mobiotics
Roles and Responsibilities
 
1. Build and maintain big data analytics platforms
2. Optimise analytics and database workflows
3. Predictive Analytics, Data modelling and ML Implementation
Desired Candidate Profile
 
1. 2-5 Years of solid experience in data analytics and ML
2. Degree in Data Science preferred with good understanding of data analytics algorithms and data fundamentals
3. Expertise in using python, numpy, pandas, Scala/R for data analytics
4. Expertise in using SQL and derivatives for doing data analytics
5. Expertise with SQL/NoSQL data systems and processing pipelines like MySQL, Postgresql, Cassandra, Spark, Bigtable, Redshift, DynamoDB, MongoDB, Hadoop, Hive etc
6. Experience working with huge data sets and Jupyter Notebooks
7. Expertise with ML algorithms and Deep Learning Models using Pytorch and Keras
8. Experience with data streaming systems like Kafka, Kinesis etc.
9. Good experience working with cloud - AWS/Azure/GCP
10. Experience with NLP and ELK Stack
Perks and Benefits
 
Flexible work environment 
Cutting Edge Work
ESOP and other perks
Role
Data Analyst
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
Analytics & Business Intelligence
,
Employment Type
Full Time, Permanent
Role Category
Analytics & BI
Education
UG :
B.Tech/B.E. in Computers
PG :
MS/M.Sc(Science) in Computers, Data Informatics, M.Tech in Computers
Key Skills
Big Data Analytics
ELK
Postgresql
Cassandra
Kafka
Jupyter Notebook
Machine Learning
Numpy
Deep Learning
Redshift
Panda
Data Science
PyTorch
NLP
Kinesis
MySQL
Keras
MongoDB
Data Modeling
Spark
AWS
Python
Predictive Analytics",Big Data Analytics | ELK | Postgresql | Cassandra | Kafka | Jupyter Notebook | Machine Learning | Numpy | Deep Learning | Redshift | Panda | Data Science | PyTorch | NLP | Kinesis | MySQL | Keras | MongoDB | Data Modeling | Spark | AWS | Python | Predictive Analytics,"Education/nUG :/nB.Tech/B.E. in Computers/nPG :/nMS/M.Sc(Science) in Computers, Data Informatics, M.Tech in Computers","Data Analyst,Analytics & BI","IT-Software, Software Services,","Analytics & Business Intelligence,","Full Time, Permanent",2 - 5 years,"₹ 5,00,000 - 10,00,000 P.A. ",Bengaluru( HSR Layout )
34,0,https://www.naukri.com/job-listings-data-scientist-cropin-technology-solutions-pvt-ltd-bengaluru-bangalore-2-to-5-years-241120500271,CropIn Technology Solutions Pvt. Ltd.,Data Scientist,"Job description
 Team Earth Observation and AI Science: 
 
 The focus of this team is to bring the recent innovations in Machine Learning, Earth Observation Science, Agriscience to the AgTech space and with the aim of solving the world s problems in a sustainable manner. Our mission is to accelerate the use of EO & AI for social good. 
 
 Data Scientist in Team AI-Science 
 
 The team is looking for a Data Scientist who is passionate about solving problems in Satellite Imaging and in the AI space, and for the social good. The candidate will be working with a team of AI Data & 
 ML Engineers/Scientists, subject matter experts (SME) and business teams. In this role, the data scientist will develop innovative ideas to build prototype and proof-of-concept AI models. He/She will have experience in handling and training on large datasets/big data using GPU-distributed 
 training, cloud compute or HPC clusters. Good exposure to working on problems in optimization, statistics, machine learning and deep learning. Proficiency in image processing and experience in handling satellite remote sensing images will be beneficial. 
 
 Essential Education 
 
 Preferably PhD or at least Master s degree in Computer Science, Electrical Engineering, Data Science, Machine Learning, Applied Statistics, or related technical field, or equivalent practical experience. 
 
 Basic Qualifications and Skills: 
 
 Hands on Python programming experience and ML libraries like Scikit-learn, 
 Deep Learning framework Keras/PyTorch/Tensorflow, 
 Code version control using Gitlab/Github. 
 AWS Cloud framework, Docker 
 Proficiency in algorithm and model development, model validation and model 
 implementation to scale, especially with images 
 Top tier publication and research record 
 
 Preferred Qualifications and Skills: 
 
 MLOps, Mlflow, AWS Stepfunction, AirFlow, 
 Good communication and presentation skills with the ability to convey mathematical concepts to SMEs 
 Ability to technically lead and mentor scientists and engineers 
 Google Earth Engine, ArcGIS/QGIS 
Role
Bio/Pharma Informatics-Associate/Scientist
,
Industry Type
BPO
,
 Call Centre
,
 ITeS
,
Functional Area
Medical
,
 Healthcare
,
 R&D
,
 Pharmaceuticals
,
 Biotechnology
,
Employment Type
Full Time, Permanent
Role Category
R&D
Education
UG :
Any Graduate in Any Specialization
PG :
Any Postgraduate in Any Specialization
Key Skills
Computer science
deep learning
Prototype
Version control
Image processing
Machine learning
Customer support
Remote sensing
Python
Arcgis",Computer science | deep learning | Prototype | Version control | Image processing | Machine learning | Customer support | Remote sensing | Python | Arcgis,Education/nUG :/nAny Graduate in Any Specialization/nPG :/nAny Postgraduate in Any Specialization,"Bio/Pharma Informatics-Associate/Scientist,R&D","BPO, Call Centre, ITeS,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",2 - 5 years,Not Disclosed,Bengaluru
35,0,https://www.naukri.com/job-listings-data-scientist-telarix-bengaluru-bangalore-3-to-7-years-231120500357,Telarix,Data Scientist,"Job description
 
 Responsibilities 
 
 
 We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore. This person s responsibilities include research, design and development of Machine Learning and Deep Learning algorithms to tackle a variety of Fraud oriented challenges. The data scientist will work closely with software engineers and program managers to deliver end-to-end products, including: data collection in big scale and analysis, exploring different algorithmic approaches, model development, assessment and validation all the way through production. 
 
 
 Qualifications 
 
 
 
 At least 3 years of hands-on development of complex Machine Learning models using modern frameworks and tools, ideally Python based. 
 
 
 
 Solid understanding of statistics and applied mathematics 
 
 
 
 Creative thinker with a proven ability to tackle open problems and apply non-trivial solutions. 
 
 
 
 Experience in software development using Python, Java or a similar language. 
 
 
 
 Any Graduate or M.Sc. in Computer Science, Mathematics or equivalent, preferably in Machine Learning 
 
 
 
 Ability to write clean and concise code 
 
 
 
 Quick learner, independent, methodical, and detail oriented. 
 
 
 
 Team player, positive attitude, collaborative, good communication skills. 
 
 
 
 Dedicated, makes things happen. 
 
 
 
 Flexible, capable of making decisions in an ambiguous and changing environment. 
 
 
 
 Advantages: 
 
 
 
 Prior experience as a software developer or data engineer advantage 
 
 
 
 Experience with Big data advantage 
 
 
 
 Experience with Spark big advantage 
 
 
 
 Experience with Deep Learning frameworks (PyTorch, TensorFlow, Keras) advantage. 
 
 
 
 Experience in the Telecommunication domain and/or Fraud prevention - advantage 
 
Role
Research Scientist
,
Industry Type
Telcom
,
 ISP
,
Functional Area
Medical
,
 Healthcare
,
 R&D
,
 Pharmaceuticals
,
 Biotechnology
,
Employment Type
Full Time, Permanent
Role Category
R&D
Education
UG :
Any Graduate in Any Specialization
PG :
MS/M.Sc(Science) in Chemistry
Key Skills
Computer science
deep learning
Machine learning
Data collection
Telecommunication
model development
Mathematics
big data
Analytics
Python",Computer science | deep learning | Machine learning | Data collection | Telecommunication | model development | Mathematics | big data | Analytics | Python,Education/nUG :/nAny Graduate in Any Specialization/nPG :/nMS/M.Sc(Science) in Chemistry,"Research Scientist,R&D","Telcom, ISP,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",3 - 7 years,Not Disclosed,Bengaluru
36,0,https://www.naukri.com/job-listings-deputy-manager-marketing-data-science-philips-india-limited-bengaluru-bangalore-3-to-8-years-241120500099,Philips India Limited,"Deputy Manager , Marketing Data Science","Job description
 
 
 Responsibilities 
 
 
 
 
 Analyzes, measures, and facilitates optimization of our marketing return on investments and tactics across multiple channels. Drive excellent practices and technical standards for establishing KPIs and goals for Marketing, developing information suites (Dashboards, reports, visualizations) fit for C-level consumption, and marketing campaign tracking and measurement. 
 
 
 
 Leverage machine learning models to address key growth challenges such as lifecycle marketing, predictive LTV, cross-channel spend allocation, response modelling, campaign/channel performance measurement methodologies, Program effectiveness and media attribution. 
 
 
 
 Develop and improve marketing mix and A&P models and frameworks to assign credit for traffic and conversions across a variety of Marketing channels and touchpoints. 
 
 
 
 Leverage Philips data to scale our ability to optimize marketing across the customer journey to optimize return on investment through analysis, modelling, experiments and pre-post analyses. 
 
 
 
 Develop and implement marketing data management practices 
 
 
 
 Ability to use data for Exploratory, descriptive, Inferential, Prescriptive, and Advanced Analytics - Mandatory 
 
 
 
 Ability to share dashboards, reports, and Analytical insights from data Mandatory 
 
 
 
 Technical Knowledge and Skills required 
 
 
 
 Econometrics, Market mix modeling, some Operations research and affinity modeling experience is mandatory 
 
 
 
 Track record in delivering strong and impactful; competitor and market tracking insights 
 
 
 
 High affinity with applying new IT platforms / dash boarding software tools for reporting and Experience in a consumer focused, complex, matrixed, multinational environment, e.g. consumer goods, online services, e-commerce, or mobile applications 
 
 
 
 Competitor insight generation 
 
 
 
 Strong background into Database design, modeling and architecture preferred Fluency in web analytics and deep technical understanding of how data are created from first party and third-party web beacons 
 
 
 
 Proficiency with R and/or Python libraries commonly used in data science 
 
 
 
 Soft Skills Required 
 
 
 
 Good communication and presentation skills 
 
 
 
 Highly driven, energetic, flexible, resourceful & ability to multitask 
 
 
 
 Clarity of thoughts and vision 
 
 
 
 Ability to ideate and bring solutions to the table 
 
 
 
 Adherence to timelines, without sacrificing quality of output 
 
 
 
 Hands on and detail oriented, with a strong ability to co-ordinate across different Geographies and with different stakeholders at Exec and Director levels 
 
 
 
 Straightforward, honest and succinct communicator. Can organize, clarify and communicate complex ideas quickly, succinctly and accurately. 
 
 
 
 Creative. Demonstrated ability to think innovatively connecting the dots where others cannot when it comes to consumer/ customer and user data to create business building insights 
 
 
 
 Work Experience 
 
 
 
 
 Minimum 3-8 years 
  of increasingly responsible experience in high impactful marketing analytics individual contributor roles 
 
 
 
 Can be from e-Commerce companies like Amazon, Flipkart etc. 
 
 
 
 In depth knowledge of multivariate statistical techniques including marketing mix modeling, attribution modelling, TURF, RAD, clustering, churn, customer scoring, neural networks amongst others 
 
 
 
 High affinity with AI powered insight tools and engines and application of data science to marketing problems 
 
 
 
 Rich experience in Marketing analytics with a strong understanding of the full range of online marketing channels, how they work, how they can be integrated, and how to evaluate them 
 
 
 
 Academics 
 
 
 
 Master s degree in a quantitative discipline, e.g., Math, Statistics, Physics, Operations Research, Economics, Econometrics 
 
 
 
 MBA /BTech-BE from IIT/NITs or Tier 1 engineering schools only, , MS Analytics from Tier 1 schools; special preference to MBA from Mudra Institute of Communication, Ahmedabad or MBA schools that excel in Marketing  
 
 
 
 Strong exposure to Statistics Predictive Analytics Mandatory 
 
Role
Sales/Business Development Manager
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
Sales
,
 Retail
,
 Business Development
,
Employment Type
Full Time, Permanent
Role Category
Corporate Sales
Education
UG :
Any Graduate in Any Specialization
PG :
MBA/PGDM in Marketing, Any Postgraduate in Any Specialization
Key Skills
Operations research
Data management
Web analytics
Database design
Online marketing
Analytical
Machine learning
HTML
Econometrics
Python",Operations research | Data management | Web analytics | Database design | Online marketing | Analytical | Machine learning | HTML | Econometrics | Python,"Education/nUG :/nAny Graduate in Any Specialization/nPG :/nMBA/PGDM in Marketing, Any Postgraduate in Any Specialization","Sales/Business Development Manager,Corporate Sales","IT-Software, Software Services,","Sales, Retail, Business Development,","Full Time, Permanent",3 - 8 years,Not Disclosed,Bengaluru
37,0,https://www.naukri.com/job-listings-deputy-manager-marketing-data-science-philips-india-limited-bengaluru-bangalore-3-to-8-years-241120500099,Philips India Limited,"Deputy Manager , Marketing Data Science","Job description
 
 
 Responsibilities 
 
 
 
 
 Analyzes, measures, and facilitates optimization of our marketing return on investments and tactics across multiple channels. Drive excellent practices and technical standards for establishing KPIs and goals for Marketing, developing information suites (Dashboards, reports, visualizations) fit for C-level consumption, and marketing campaign tracking and measurement. 
 
 
 
 Leverage machine learning models to address key growth challenges such as lifecycle marketing, predictive LTV, cross-channel spend allocation, response modelling, campaign/channel performance measurement methodologies, Program effectiveness and media attribution. 
 
 
 
 Develop and improve marketing mix and A&P models and frameworks to assign credit for traffic and conversions across a variety of Marketing channels and touchpoints. 
 
 
 
 Leverage Philips data to scale our ability to optimize marketing across the customer journey to optimize return on investment through analysis, modelling, experiments and pre-post analyses. 
 
 
 
 Develop and implement marketing data management practices 
 
 
 
 Ability to use data for Exploratory, descriptive, Inferential, Prescriptive, and Advanced Analytics - Mandatory 
 
 
 
 Ability to share dashboards, reports, and Analytical insights from data Mandatory 
 
 
 
 Technical Knowledge and Skills required 
 
 
 
 Econometrics, Market mix modeling, some Operations research and affinity modeling experience is mandatory 
 
 
 
 Track record in delivering strong and impactful; competitor and market tracking insights 
 
 
 
 High affinity with applying new IT platforms / dash boarding software tools for reporting and Experience in a consumer focused, complex, matrixed, multinational environment, e.g. consumer goods, online services, e-commerce, or mobile applications 
 
 
 
 Competitor insight generation 
 
 
 
 Strong background into Database design, modeling and architecture preferred Fluency in web analytics and deep technical understanding of how data are created from first party and third-party web beacons 
 
 
 
 Proficiency with R and/or Python libraries commonly used in data science 
 
 
 
 Soft Skills Required 
 
 
 
 Good communication and presentation skills 
 
 
 
 Highly driven, energetic, flexible, resourceful & ability to multitask 
 
 
 
 Clarity of thoughts and vision 
 
 
 
 Ability to ideate and bring solutions to the table 
 
 
 
 Adherence to timelines, without sacrificing quality of output 
 
 
 
 Hands on and detail oriented, with a strong ability to co-ordinate across different Geographies and with different stakeholders at Exec and Director levels 
 
 
 
 Straightforward, honest and succinct communicator. Can organize, clarify and communicate complex ideas quickly, succinctly and accurately. 
 
 
 
 Creative. Demonstrated ability to think innovatively connecting the dots where others cannot when it comes to consumer/ customer and user data to create business building insights 
 
 
 
 Work Experience 
 
 
 
 
 Minimum 3-8 years 
  of increasingly responsible experience in high impactful marketing analytics individual contributor roles 
 
 
 
 Can be from e-Commerce companies like Amazon, Flipkart etc. 
 
 
 
 In depth knowledge of multivariate statistical techniques including marketing mix modeling, attribution modelling, TURF, RAD, clustering, churn, customer scoring, neural networks amongst others 
 
 
 
 High affinity with AI powered insight tools and engines and application of data science to marketing problems 
 
 
 
 Rich experience in Marketing analytics with a strong understanding of the full range of online marketing channels, how they work, how they can be integrated, and how to evaluate them 
 
 
 
 Academics 
 
 
 
 Master s degree in a quantitative discipline, e.g., Math, Statistics, Physics, Operations Research, Economics, Econometrics 
 
 
 
 MBA /BTech-BE from IIT/NITs or Tier 1 engineering schools only, , MS Analytics from Tier 1 schools; special preference to MBA from Mudra Institute of Communication, Ahmedabad or MBA schools that excel in Marketing  
 
 
 
 Strong exposure to Statistics Predictive Analytics Mandatory 
 
Role
Sales/Business Development Manager
,
Industry Type
IT-Software
,
 Software Services
,
Functional Area
Sales
,
 Retail
,
 Business Development
,
Employment Type
Full Time, Permanent
Role Category
Corporate Sales
Education
UG :
Any Graduate in Any Specialization
PG :
MBA/PGDM in Marketing, Any Postgraduate in Any Specialization
Key Skills
Operations research
Data management
Web analytics
Database design
Online marketing
Analytical
Machine learning
HTML
Econometrics
Python",Operations research | Data management | Web analytics | Database design | Online marketing | Analytical | Machine learning | HTML | Econometrics | Python,"Education/nUG :/nAny Graduate in Any Specialization/nPG :/nMBA/PGDM in Marketing, Any Postgraduate in Any Specialization","Sales/Business Development Manager,Corporate Sales","IT-Software, Software Services,","Sales, Retail, Business Development,","Full Time, Permanent",3 - 8 years,Not Disclosed,Bengaluru
38,0,https://www.naukri.com/job-listings-senior-backend-engineer-node-js-nosql-snaphunt-delhi-ncr-mumbai-bengaluru-bangalore-0-to-5-years-170620002003,Snaphunt,"Senior Backend Engineer - Node.Js, Nosql","Job description
 
The Offer
 
Work with a team of experienced professionals, start-up geeks and game-changers!
Opportunity to make a difference with your skills and innovative thinking
The Employer
 
Our client is a venture capital firm that invests in startups with significant impact on society. They are committed to helping them reach the next level with highly unique perspective from investing in startups across 9 countries. With a wide range of startups, they are seeking for talented individuals for roles in their portfolio companies.
The Job
 
You will be responsible for : 
Ensuring the development of well-designed and testable code.
Gathering and evaluating user feedback.
Troubleshooting and debugging to optimise performance.
Installing, configuring, upgrading, administering & monitoring the database environment.
Monitoring & administering NOSQL Databases (eg. MongoDB, Cassandra, Elasticsearch) database systems'.
Troubleshooting any database related issues.
The Profile
 
You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have prior experience within a Software Engineer or Database Administrator role.
You possess strong knowledge of Node.js.
Expertise in Machine Learning would be highly valuable.
Good knowledge of NOSQL Databases (eg. MongoDB, Cassandra, Elasticsearch) databases.
You are a strong mentor and coach who can build high performing teams
You pay strong attention to detail and deliver work that is of a high standard
You possess strong analytical skills and are comfortable dealing with numerical data
Ref :42768075 
Role
Software Developer
,
Industry Type
Banking
,
 Financial Services
,
 Broking
,
Functional Area
IT Software - Application Programming
,
 Maintenance
,
Employment Type
Full Time, Permanent
Role Category
Programming & Design
Education
UG :
Any Graduate in Any Specialization
PG :
Any Postgraduate in Any Specialization
Key Skills
Environmental Monitoring
NoSQL
Software Engineering
Cassandra
Computer Science
MongoDB
Node.Js
Strong Analytical Skills
Machine Learning
Venture Capital",Environmental Monitoring | NoSQL | Software Engineering | Cassandra | Computer Science | MongoDB | Node.Js | Strong Analytical Skills | Machine Learning | Venture Capital,Education/nUG :/nAny Graduate in Any Specialization/nPG :/nAny Postgraduate in Any Specialization,"Software Developer,Programming & Design","Banking, Financial Services, Broking,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",0 - 5 years,Not Disclosed,Delhi NCR
39,0,https://www.naukri.com/job-listings-data-scientist-people-staffing-solutions-delhi-ncr-bengaluru-bangalore-hyderabad-secunderabad-3-to-8-years-180320003585,PEOPLE STAFFING SOLUTIONS,Data Scientist,"Job description
Work closely with data science team and Data Science leads as a lead on one or more projects throughout the engagement life cycle, from design to implementation .
Ensure high sense of project ownership
Ensure timely and proper communication to Business Partners and Leaders.
Timely and quality delivery of engagements with minimum supervision
Work with the business teams to operationalize the analytics solution.
Engage in communications with business partners for all important functions associated with the project including data understanding, solution design etc.
Team management: Includes but is not limited to utilization management, expectation setting, issue resolution, information flow, team bonding activities etc.
Working experience of statistical techniques (like linear regression, logistic regression, time series analysis, clustering, and decision trees) and advanced techniques like SVM, GBM and NLP
Proficient in tools such as SAS/R/Python, Microsoft Office Excel/Access/PowerPoint .
Ability to handle and summarize large data sets using SQL or Hive-SQL .
Ability to engage in client communications for all important functions including data understanding/exploration, strategizing solutions etc . 
 
 
Required Candidate profile
Should have Good Communication Skills .
Candidates who have official notice period of up to 60 Days or currently serving can also apply .
 
If your profile matches the above requirement please forward your updated resume on below mentioned email id .
 
For more vacancies refer our company website .
http://careers.peoplestaff.in/
 
Role
Data Analyst
,
Industry Type
KPO
,
 Research
,
 Analytics
,
Functional Area
Analytics & Business Intelligence
,
Employment Type
Full Time, Permanent
Role Category
Analytics & BI
Education
UG :
Graduation Not Required, Any Graduate in Any Specialization
PG :
Post Graduation Not Required, Any Postgraduate in Any Specialization
Doctorate :
Any Doctorate in Any Specialization, Doctorate Not Required
Key Skills
hive
Predictive Modeling
Natural Language Processing
Model Validation
pyspark
Machine Learning
Deep Learning
sql
Data Science
nlp
Data Scientist
Statistical Modeling
Healthcare
Statistical Analyst
Python
Predictive Analytics",hive | Predictive Modeling | Natural Language Processing | Model Validation | pyspark | Machine Learning | Deep Learning | sql | Data Science | nlp | Data Scientist | Statistical Modeling | Healthcare | Statistical Analyst | Python | Predictive Analytics,"Education/nUG :/nGraduation Not Required, Any Graduate in Any Specialization/nPG :/nPost Graduation Not Required, Any Postgraduate in Any Specialization/nDoctorate :/nAny Doctorate in Any Specialization, Doctorate Not Required","Data Analyst,Analytics & BI","KPO, Research, Analytics,","Analytics & Business Intelligence,","Full Time, Permanent",3 - 8 years,"₹ 6,00,000 - 15,00,000 P.A. ",Delhi NCR
